defect_edge,defect_r,defect_x,defect_x1,defect_x2,defect_y,defect_y1,defect_y2,filename,label,num_layers
,,,,,,,,img_641.png,clean,20
,,,23,-19,,205,214,img_642.png,scratch,12
top,,233,,,0,,,img_643.png,chip,14
bottom,,237,,,256,,,img_644.png,chip,14
,,,77,79,,3,-44,img_645.png,scratch,13
top,,171,,,0,,,img_646.png,chip,18
top,,105,,,0,,,img_647.png,chip,16
,,,143,98,,47,26,img_648.png,scratch,10
right,,256,,,43,,,img_649.png,chip,16
,14,39,,,171,,,img_650.png,void,20
,8,189,,,53,,,img_651.png,void,10
left,,0,,,201,,,img_652.png,chip,14
,,,38,5,,103,152,img_653.png,scratch,14
,,,54,61,,84,93,img_654.png,scratch,11
,,,,,,,,img_655.png,clean,16
bottom,,231,,,256,,,img_656.png,chip,18
,,,,,,,,img_657.png,clean,11
top,,110,,,0,,,img_658.png,chip,12
right,,256,,,25,,,img_659.png,chip,13
,13,135,,,162,,,img_660.png,void,10
,,,,,,,,img_661.png,clean,13
,,,,,,,,img_662.png,clean,17
,,,,,,,,img_663.png,clean,12
,,,,,,,,img_664.png,clean,10
,,,101,98,,205,242,img_665.png,scratch,13
,,,,,,,,img_666.png,clean,20
top,,11,,,0,,,img_667.png,chip,19
,,,47,12,,169,124,img_668.png,scratch,17
,,,221,234,,202,155,img_669.png,scratch,10
,8,64,,,110,,,img_670.png,void,20
left,,0,,,228,,,img_671.png,chip,12
,,,151,153,,255,275,img_672.png,scratch,19
,,,,,,,,img_673.png,clean,10
,8,55,,,127,,,img_674.png,void,14
,,,9,59,,195,236,img_675.png,scratch,20
,13,108,,,164,,,img_676.png,void,17
,5,89,,,66,,,img_677.png,void,15
,,,15,-28,,143,153,img_678.png,scratch,15
,,,81,62,,51,85,img_679.png,scratch,15
,,,,,,,,img_680.png,clean,14
,7,110,,,234,,,img_681.png,void,13
,,,162,187,,183,136,img_682.png,scratch,12
,,,96,115,,252,241,img_683.png,scratch,15
,,,,,,,,img_684.png,clean,17
,,,,,,,,img_685.png,clean,11
,,,10,-40,,244,236,img_686.png,scratch,13
,,,174,165,,90,47,img_687.png,scratch,13
,,,56,15,,186,183,img_688.png,scratch,12
,10,170,,,45,,,img_689.png,void,20
bottom,,80,,,256,,,img_690.png,chip,14
bottom,,182,,,256,,,img_691.png,chip,17
,9,98,,,207,,,img_692.png,void,12
,,,0,48,,200,222,img_693.png,scratch,12
bottom,,53,,,256,,,img_694.png,chip,12
,,,177,148,,163,194,img_695.png,scratch,11
right,,256,,,5,,,img_696.png,chip,20
left,,0,,,55,,,img_697.png,chip,11
,12,62,,,125,,,img_698.png,void,17
right,,256,,,51,,,img_699.png,chip,16
,,,83,42,,231,185,img_700.png,scratch,20
left,,0,,,53,,,img_701.png,chip,10
,,,38,31,,47,73,img_702.png,scratch,16
,,,,,,,,img_703.png,clean,17
,,,222,178,,80,42,img_704.png,scratch,16
,,,209,243,,135,121,img_705.png,scratch,13
,,,,,,,,img_706.png,clean,13
,12,166,,,160,,,img_707.png,void,10
,,,,,,,,img_708.png,clean,12
,,,,,,,,img_709.png,clean,15
,,,,,,,,img_710.png,clean,16
,5,71,,,44,,,img_711.png,void,14
,,,149,159,,41,5,img_712.png,scratch,13
,9,145,,,189,,,img_713.png,void,16
,11,67,,,114,,,img_714.png,void,11
,,,228,211,,22,28,img_715.png,scratch,15
,,,137,106,,31,77,img_716.png,scratch,14
,,,,,,,,img_717.png,clean,20
right,,256,,,116,,,img_718.png,chip,11
,12,166,,,80,,,img_719.png,void,16
,,,,,,,,img_720.png,clean,14
,,,,,,,,img_721.png,clean,16
,,,61,33,,229,200,img_722.png,scratch,18
,,,21,-19,,216,253,img_723.png,scratch,13
,,,132,175,,163,121,img_724.png,scratch,13
,9,161,,,103,,,img_725.png,void,16
,14,23,,,221,,,img_726.png,void,18
,7,48,,,126,,,img_727.png,void,19
,,,,,,,,img_728.png,clean,12
,,,,,,,,img_729.png,clean,11
right,,256,,,135,,,img_730.png,chip,14
,9,29,,,64,,,img_731.png,void,19
,,,205,205,,19,11,img_732.png,scratch,16
,,,,,,,,img_733.png,clean,13
left,,0,,,10,,,img_734.png,chip,17
right,,256,,,50,,,img_735.png,chip,14
left,,0,,,213,,,img_736.png,chip,17
,13,209,,,144,,,img_737.png,void,13
,,,,,,,,img_738.png,clean,15
,,,33,73,,159,173,img_739.png,scratch,18
,,,,,,,,img_740.png,clean,12
,,,102,83,,29,-17,img_741.png,scratch,12
bottom,,140,,,256,,,img_742.png,chip,10
,,,,,,,,img_743.png,clean,16
,,,,,,,,img_744.png,clean,20
right,,256,,,228,,,img_745.png,chip,13
left,,0,,,83,,,img_746.png,chip,18
top,,197,,,0,,,img_747.png,chip,11
,,,115,99,,105,138,img_748.png,scratch,13
,,,,,,,,img_749.png,clean,18
,,,,,,,,img_750.png,clean,20
,,,88,66,,4,-14,img_751.png,scratch,17
right,,256,,,192,,,img_752.png,chip,14
,13,97,,,193,,,img_753.png,void,13
,5,169,,,46,,,img_754.png,void,19
left,,0,,,152,,,img_755.png,chip,18
left,,0,,,141,,,img_756.png,chip,15
bottom,,76,,,256,,,img_757.png,chip,20
,15,189,,,101,,,img_758.png,void,19
,,,,,,,,img_759.png,clean,12
,11,95,,,86,,,img_760.png,void,20
,14,208,,,29,,,img_761.png,void,16
,,,175,212,,113,131,img_762.png,scratch,19
left,,0,,,87,,,img_763.png,chip,17
,,,132,169,,93,85,img_764.png,scratch,17
,,,181,226,,114,103,img_765.png,scratch,11
left,,0,,,150,,,img_766.png,chip,15
,,,,,,,,img_767.png,clean,10
,,,256,293,,61,59,img_768.png,scratch,17
,7,33,,,58,,,img_769.png,void,14
right,,256,,,234,,,img_770.png,chip,13
,,,,,,,,img_771.png,clean,12
bottom,,160,,,256,,,img_772.png,chip,17
,,,86,98,,81,131,img_773.png,scratch,14
,11,182,,,129,,,img_774.png,void,12
,5,118,,,21,,,img_775.png,void,16
,,,191,182,,7,53,img_776.png,scratch,18
,,,,,,,,img_777.png,clean,13
,,,,,,,,img_778.png,clean,20
,,,115,104,,176,142,img_779.png,scratch,20
bottom,,33,,,256,,,img_780.png,chip,16
right,,256,,,68,,,img_781.png,chip,17
,,,206,185,,9,-13,img_782.png,scratch,13
,,,11,-24,,86,82,img_783.png,scratch,12
,,,,,,,,img_784.png,clean,20
top,,24,,,0,,,img_785.png,chip,16
,,,,,,,,img_786.png,clean,10
,13,117,,,51,,,img_787.png,void,16
,8,199,,,59,,,img_788.png,void,14
,,,,,,,,img_789.png,clean,20
,15,189,,,45,,,img_790.png,void,14
bottom,,214,,,256,,,img_791.png,chip,18
,,,,,,,,img_792.png,clean,19
,,,,,,,,img_793.png,clean,14
,8,70,,,175,,,img_794.png,void,11
,,,183,170,,209,179,img_795.png,scratch,14
,12,73,,,196,,,img_796.png,void,18
,,,1,36,,6,-33,img_797.png,scratch,15
,13,58,,,43,,,img_798.png,void,19
,,,,,,,,img_799.png,clean,11
,,,233,216,,151,160,img_800.png,scratch,14
,,,20,16,,148,184,img_801.png,scratch,11
,,,,,,,,img_802.png,clean,16
,,,,,,,,img_803.png,clean,11
,,,87,82,,168,174,img_804.png,scratch,10
,,,,,,,,img_805.png,clean,14
bottom,,58,,,256,,,img_806.png,chip,15
,11,196,,,142,,,img_807.png,void,14
,,,57,96,,67,109,img_808.png,scratch,20
,,,,,,,,img_809.png,clean,12
,15,225,,,165,,,img_810.png,void,16
,,,194,222,,183,136,img_811.png,scratch,17
,11,144,,,48,,,img_812.png,void,12
,,,,,,,,img_813.png,clean,17
left,,0,,,6,,,img_814.png,chip,11
,,,,,,,,img_815.png,clean,18
,,,246,280,,177,213,img_816.png,scratch,16
,,,27,59,,5,-25,img_817.png,scratch,16
,12,62,,,39,,,img_818.png,void,17
,,,169,125,,142,156,img_819.png,scratch,15
,8,123,,,229,,,img_820.png,void,18
,14,133,,,225,,,img_821.png,void,11
,,,,,,,,img_822.png,clean,17
,12,100,,,50,,,img_823.png,void,17
,,,,,,,,img_824.png,clean,20
,13,125,,,29,,,img_825.png,void,11
,,,,,,,,img_826.png,clean,18
bottom,,233,,,256,,,img_827.png,chip,11
,14,104,,,163,,,img_828.png,void,13
,10,203,,,188,,,img_829.png,void,19
,,,,,,,,img_830.png,clean,17
,,,1,-4,,174,205,img_831.png,scratch,11
top,,23,,,0,,,img_832.png,chip,18
,,,,,,,,img_833.png,clean,16
,,,96,96,,61,38,img_834.png,scratch,14
top,,212,,,0,,,img_835.png,chip,13
,,,,,,,,img_836.png,clean,19
,13,188,,,170,,,img_837.png,void,17
,5,21,,,155,,,img_838.png,void,12
,12,234,,,169,,,img_839.png,void,18
,,,88,51,,65,64,img_840.png,scratch,18
right,,256,,,214,,,img_841.png,chip,19
right,,256,,,68,,,img_842.png,chip,15
left,,0,,,111,,,img_843.png,chip,18
bottom,,91,,,256,,,img_844.png,chip,14
,15,169,,,166,,,img_845.png,void,15
right,,256,,,6,,,img_846.png,chip,16
,,,,,,,,img_847.png,clean,12
,,,,,,,,img_848.png,clean,20
bottom,,146,,,256,,,img_849.png,chip,13
,,,16,23,,183,146,img_850.png,scratch,14
,,,199,214,,121,171,img_851.png,scratch,20
,,,,,,,,img_852.png,clean,14
,15,126,,,221,,,img_853.png,void,16
,,,,,,,,img_854.png,clean,15
bottom,,226,,,256,,,img_855.png,chip,10
bottom,,99,,,256,,,img_856.png,chip,20
,,,,,,,,img_857.png,clean,20
,,,61,16,,193,197,img_858.png,scratch,12
bottom,,82,,,256,,,img_859.png,chip,18
,,,20,11,,78,104,img_860.png,scratch,17
right,,256,,,183,,,img_861.png,chip,20
,,,94,144,,34,48,img_862.png,scratch,15
,8,43,,,109,,,img_863.png,void,16
left,,0,,,184,,,img_864.png,chip,13
,15,163,,,230,,,img_865.png,void,19
,,,,,,,,img_866.png,clean,10
right,,256,,,123,,,img_867.png,chip,20
,11,223,,,49,,,img_868.png,void,15
top,,191,,,0,,,img_869.png,chip,14
,,,164,126,,42,13,img_870.png,scratch,14
,,,,,,,,img_871.png,clean,18
,,,,,,,,img_872.png,clean,20
,,,217,193,,53,71,img_873.png,scratch,13
,,,,,,,,img_874.png,clean,16
,,,12,53,,235,227,img_875.png,scratch,20
,,,,,,,,img_876.png,clean,11
,,,128,151,,36,15,img_877.png,scratch,10
,11,135,,,181,,,img_878.png,void,16
top,,199,,,0,,,img_879.png,chip,16
,,,,,,,,img_880.png,clean,20
,,,,,,,,img_881.png,clean,19
top,,148,,,0,,,img_882.png,chip,11
,15,117,,,121,,,img_883.png,void,14
,8,60,,,156,,,img_884.png,void,10
,13,223,,,224,,,img_885.png,void,12
,,,152,103,,191,211,img_886.png,scratch,14
,,,,,,,,img_887.png,clean,12
,,,,,,,,img_888.png,clean,10
,6,157,,,160,,,img_889.png,void,19
,,,176,178,,108,140,img_890.png,scratch,14
,,,94,122,,113,95,img_891.png,scratch,12
,,,27,59,,236,256,img_892.png,scratch,11
,,,,,,,,img_893.png,clean,14
,,,,,,,,img_894.png,clean,14
,7,104,,,111,,,img_895.png,void,13
,,,51,80,,145,103,img_896.png,scratch,20
,14,135,,,104,,,img_897.png,void,15
bottom,,186,,,256,,,img_898.png,chip,20
bottom,,113,,,256,,,img_899.png,chip,10
right,,256,,,236,,,img_900.png,chip,12
,7,161,,,47,,,img_901.png,void,14
,,,,,,,,img_902.png,clean,20
,,,100,143,,134,164,img_903.png,scratch,14
,,,,,,,,img_904.png,clean,11
,,,,,,,,img_905.png,clean,18
,8,216,,,171,,,img_906.png,void,19
right,,256,,,76,,,img_907.png,chip,10
bottom,,237,,,256,,,img_908.png,chip,19
,,,,,,,,img_909.png,clean,18
,,,84,91,,71,41,img_910.png,scratch,20
,,,247,202,,183,161,img_911.png,scratch,19
,,,,,,,,img_912.png,clean,13
bottom,,21,,,256,,,img_913.png,chip,14
,5,140,,,136,,,img_914.png,void,15
top,,140,,,0,,,img_915.png,chip,10
,,,192,188,,193,218,img_916.png,scratch,19
right,,256,,,114,,,img_917.png,chip,11
,13,174,,,21,,,img_918.png,void,17
,6,62,,,78,,,img_919.png,void,12
bottom,,76,,,256,,,img_920.png,chip,18
,,,,,,,,img_921.png,clean,19
,,,212,254,,169,133,img_922.png,scratch,20
,14,142,,,73,,,img_923.png,void,20
,5,25,,,82,,,img_924.png,void,12
,,,68,91,,20,-12,img_925.png,scratch,12
bottom,,207,,,256,,,img_926.png,chip,12
top,,110,,,0,,,img_927.png,chip,20
,,,112,138,,210,178,img_928.png,scratch,17
bottom,,175,,,256,,,img_929.png,chip,12
,,,193,159,,197,160,img_930.png,scratch,11
,14,231,,,58,,,img_931.png,void,13
,,,243,293,,19,37,img_932.png,scratch,11
,,,,,,,,img_933.png,clean,11
,,,0,16,,220,223,img_934.png,scratch,17
,12,78,,,225,,,img_935.png,void,10
top,,217,,,0,,,img_936.png,chip,16
,,,,,,,,img_937.png,clean,13
,5,85,,,68,,,img_938.png,void,14
,,,,,,,,img_939.png,clean,10
,,,,,,,,img_940.png,clean,18
,,,161,157,,209,172,img_941.png,scratch,16
left,,0,,,216,,,img_942.png,chip,16
,11,213,,,72,,,img_943.png,void,20
,13,65,,,114,,,img_944.png,void,18
,14,84,,,98,,,img_945.png,void,18
,15,208,,,55,,,img_946.png,void,15
,,,228,190,,82,59,img_947.png,scratch,11
top,,82,,,0,,,img_948.png,chip,16
,,,241,202,,222,180,img_949.png,scratch,11
top,,19,,,0,,,img_950.png,chip,13
top,,89,,,0,,,img_951.png,chip,20
bottom,,17,,,256,,,img_952.png,chip,13
,,,,,,,,img_953.png,clean,20
,,,0,-39,,80,65,img_954.png,scratch,15
,8,123,,,170,,,img_955.png,void,15
,,,,,,,,img_956.png,clean,18
,,,,,,,,img_957.png,clean,11
left,,0,,,177,,,img_958.png,chip,18
,5,123,,,167,,,img_959.png,void,13
,,,208,229,,54,13,img_960.png,scratch,14
top,,131,,,0,,,img_961.png,chip,14
,10,217,,,82,,,img_962.png,void,16
,12,170,,,27,,,img_963.png,void,17
top,,195,,,0,,,img_964.png,chip,11
right,,256,,,180,,,img_965.png,chip,13
top,,204,,,0,,,img_966.png,chip,13
,8,100,,,110,,,img_967.png,void,12
bottom,,97,,,256,,,img_968.png,chip,19
,,,135,114,,105,80,img_969.png,scratch,13
bottom,,54,,,256,,,img_970.png,chip,19
,13,177,,,21,,,img_971.png,void,20
,10,115,,,178,,,img_972.png,void,10
right,,256,,,93,,,img_973.png,chip,17
,,,27,38,,216,235,img_974.png,scratch,19
right,,256,,,89,,,img_975.png,chip,18
,5,100,,,196,,,img_976.png,void,18
,,,194,185,,51,47,img_977.png,scratch,10
,,,134,118,,121,131,img_978.png,scratch,14
bottom,,255,,,256,,,img_979.png,chip,15
right,,256,,,143,,,img_980.png,chip,15
,,,51,31,,138,159,img_981.png,scratch,12
,,,74,84,,76,27,img_982.png,scratch,16
,13,54,,,181,,,img_983.png,void,16
right,,256,,,153,,,img_984.png,chip,18
,7,45,,,196,,,img_985.png,void,10
,,,130,160,,243,205,img_986.png,scratch,10
left,,0,,,184,,,img_987.png,chip,15
,,,,,,,,img_988.png,clean,16
,,,89,84,,145,136,img_989.png,scratch,15
,12,218,,,208,,,img_990.png,void,18
,12,177,,,93,,,img_991.png,void,11
,,,85,88,,172,202,img_992.png,scratch,20
,7,38,,,40,,,img_993.png,void,19
,,,160,193,,162,149,img_994.png,scratch,15
,10,89,,,133,,,img_995.png,void,14
,7,125,,,62,,,img_996.png,void,19
,,,120,165,,128,167,img_997.png,scratch,10
,,,85,48,,203,165,img_998.png,scratch,11
,,,,,,,,img_999.png,clean,17
